date,fiscal_year,product_code,customer_code,sold_quantity,forecast_quantity
2017-12-01,2018,A1018150102,90002008,79,94
2017-12-01,2018,A1018150102,90002010,16,52
2017-12-01,2018,A1018150102,90002011,52,74
2017-12-01,2018,A1018150102,90002012,82,45
2017-12-01,2018,A1018150102,90002014,16,129
2017-12-01,2018,A1018150102,90002015,64,56
2017-12-01,2018,A1018150102,90002016,66,81
2017-12-01,2018,A1018150102,90003179,8,16
2017-12-01,2018,A1018150102,90003180,16,22
2017-12-01,2018,A1018150102,90006156,4,5
2017-12-01,2018,A1018150102,90008164,8,32
2017-12-01,2018,A1018150102,90008166,20,36
2017-12-01,2018,A1018150102,90008167,18,11
2017-12-01,2018,A1018150102,90008168,26,28
2017-12-01,2018,A1018150102,90011186,13,6
2017-12-01,2018,A1018150102,90011187,19,7
2017-12-01,2018,A1018150102,90011188,4,12
2017-12-01,2018,A1018150102,90011190,6,12
2017-12-01,2018,A1018150102,90011191,7,6
2017-12-01,2018,A1018150102,90011192,7,9
2017-12-01,2018,A1018150102,90013116,4,1
2017-12-01,2018,A1018150102,90013118,1,1
2017-12-01,2018,A1018150102,90013119,5,0
2017-12-01,2018,A1018150102,90013120,3,3
2017-12-01,2018,A1018150102,90013122,5,2
2017-12-01,2018,A1018150102,90013123,4,3
2017-12-01,2018,A1018150102,90013124,1,3
2017-12-01,2018,A1018150102,90016171,1,0
2017-12-01,2018,A1018150102,90016172,2,1
2017-12-01,2018,A1018150102,90016174,2,1
2017-12-01,2018,A1018150102,90016175,1,1
2017-12-01,2018,A1018150102,90016176,2,1
2017-12-01,2018,A1018150102,90022071,23,15
2017-12-01,2018,A1018150102,90022072,15,21
2017-12-01,2018,A1018150102,90022074,26,34
2017-12-01,2018,A1018150102,90022075,9,21
2017-12-01,2018,A1018150102,90022076,27,5
2017-12-01,2018,A1018150102,90022078,21,20
2017-12-01,2018,A1018150102,90022079,9,5
2017-12-01,2018,A1018150102,90022080,16,13
2017-12-01,2018,A1018150102,90022082,8,22
2017-12-01,2018,A1018150102,90022083,27,28
2017-12-01,2018,A1018150102,90023022,6,3
2017-12-01,2018,A1018150102,90023023,6,6
2017-12-01,2018,A1018150102,90023024,2,1
2017-12-01,2018,A1018150102,90023026,3,2
2017-12-01,2018,A1018150102,90023027,4,4
2017-12-01,2018,A1018150102,90023028,5,1
2017-12-01,2018,A1018150102,90023030,4,3
2017-12-01,2018,A1018150102,90027207,15,8
2017-12-01,2018,A1018150103,70002018,98,79
2017-12-01,2018,A1018150103,70003182,19,8
2017-12-01,2018,A1018150103,70006158,4,2
2017-12-01,2018,A1018150103,70007198,50,7
2017-12-01,2018,A1018150103,70007199,56,28
2017-12-01,2018,A1018150103,70008170,7,8
2017-12-01,2018,A1018150103,70011194,12,10
2017-12-01,2018,A1018150103,70013126,3,1
2017-12-01,2018,A1018150103,70016178,0,1
2017-12-01,2018,A1018150103,70022084,22,7
2017-12-01,2018,A1018150103,70023031,2,2
2017-12-01,2018,A1018150103,70023032,1,2
2017-12-01,2018,A1018150103,70027208,9,7
2017-12-01,2018,A1018150103,80001019,18,4
2017-12-01,2018,A1018150103,80006154,15,48
2017-12-01,2018,A1018150103,80006155,11,20
2017-12-01,2018,A1018150103,80007195,268,45
2017-12-01,2018,A1018150103,80007196,37,138
2017-12-01,2018,A1018150103,90001020,2,4
2017-12-01,2018,A1018150103,90002002,58,140
2017-12-01,2018,A1018150103,90002003,30,135
2017-12-01,2018,A1018150103,90002004,111,71
2017-12-01,2018,A1018150103,90002006,11,63
2017-12-01,2018,A1018150103,90002007,28,40
2017-12-01,2018,A1018150103,90002008,82,178
2017-12-01,2018,A1018150103,90002010,40,52
2017-12-01,2018,A1018150103,90002011,90,47
2017-12-01,2018,A1018150103,90002012,31,66
2017-12-01,2018,A1018150103,90002014,78,56
2017-12-01,2018,A1018150103,90002015,27,56
2017-12-01,2018,A1018150103,90002016,64,115
2017-12-01,2018,A1018150103,90003179,24,11
2017-12-01,2018,A1018150103,90003180,27,13
2017-12-01,2018,A1018150103,90006156,8,2
2017-12-01,2018,A1018150103,90008164,29,5
2017-12-01,2018,A1018150103,90008166,21,27
2017-12-01,2018,A1018150103,90008167,23,21
2017-12-01,2018,A1018150103,90008168,22,15
2017-12-01,2018,A1018150103,90011186,8,8
2017-12-01,2018,A1018150103,90011187,5,12
2017-12-01,2018,A1018150103,90011188,16,14
2017-12-01,2018,A1018150103,90011190,5,9
2017-12-01,2018,A1018150103,90011191,9,8
2017-12-01,2018,A1018150103,90011192,20,7
2017-12-01,2018,A1018150103,90013116,3,2
2017-12-01,2018,A1018150103,90013118,1,3
2017-12-01,2018,A1018150103,90013119,1,3
2017-12-01,2018,A1018150103,90013120,1,0
2017-12-01,2018,A1018150103,90013122,4,1
2017-12-01,2018,A1018150103,90013123,1,1
2017-12-01,2018,A1018150103,90013124,2,2
2017-12-01,2018,A1018150103,90016171,0,1
2017-12-01,2018,A1018150103,90016172,1,0
2017-12-01,2018,A1018150103,90016174,1,1
2017-12-01,2018,A1018150103,90016175,1,1
2017-12-01,2018,A1018150103,90016176,2,1
2017-12-01,2018,A1018150103,90022071,45,15
2017-12-01,2018,A1018150103,90022072,6,21
2017-12-01,2018,A1018150103,90022074,15,9
2017-12-01,2018,A1018150103,90022075,26,18
2017-12-01,2018,A1018150103,90022076,9,9
2017-12-01,2018,A1018150103,90022078,52,12
2017-12-01,2018,A1018150103,90022079,36,10
2017-12-01,2018,A1018150103,90022080,23,13
2017-12-01,2018,A1018150103,90022082,51,12
2017-12-01,2018,A1018150103,90022083,12,5
2017-12-01,2018,A1018150103,90023022,2,4
2017-12-01,2018,A1018150103,90023023,6,8
2017-12-01,2018,A1018150103,90023024,6,2
2017-12-01,2018,A1018150103,90023026,6,4
2017-12-01,2018,A1018150103,90023027,1,4
2017-12-01,2018,A1018150103,90023028,7,5
2017-12-01,2018,A1018150103,90023030,6,3
2017-12-01,2018,A1018150103,90027207,6,2
2017-12-01,2018,A1118150201,70002018,55,17
2017-12-01,2018,A1118150201,70003182,30,3
2017-12-01,2018,A1118150201,70006158,10,6
2017-12-01,2018,A1118150201,70007198,48,7
2017-12-01,2018,A1118150201,70007199,25,17
2017-12-01,2018,A1118150201,70008170,4,18
2017-12-01,2018,A1118150201,70011194,16,5
2017-12-01,2018,A1118150201,70013126,4,2
2017-12-01,2018,A1118150201,70016178,1,1
2017-12-01,2018,A1118150201,70022084,38,27
2017-12-01,2018,A1118150201,70023031,5,1
2017-12-01,2018,A1118150201,70023032,2,3
2017-12-01,2018,A1118150201,70027208,11,8
2017-12-01,2018,A1118150201,80001019,12,17
2017-12-01,2018,A1118150201,80006154,46,14
2017-12-01,2018,A1118150201,80006155,32,24
2017-12-01,2018,A1118150201,80007195,154,51
2017-12-01,2018,A1118150201,80007196,242,114
2017-12-01,2018,A1118150201,90001020,4,3
2017-12-01,2018,A1118150201,90002002,61,60
2017-12-01,2018,A1118150201,90002003,68,56
2017-12-01,2018,A1118150201,90002004,16,55
2017-12-01,2018,A1118150201,90002006,71,131
2017-12-01,2018,A1118150201,90002007,85,142
2017-12-01,2018,A1118150201,90002008,100,195
2017-12-01,2018,A1118150201,90002010,73,81
2017-12-01,2018,A1118150201,90002011,23,43
2017-12-01,2018,A1118150201,90002012,91,98
2017-12-01,2018,A1118150201,90002014,41,70
2017-12-01,2018,A1118150201,90002015,99,29
2017-12-01,2018,A1118150201,90002016,82,119
2017-12-01,2018,A1118150201,90003179,30,3
2017-12-01,2018,A1118150201,90003180,29,20
2017-12-01,2018,A1118150201,90006156,2,2
2017-12-01,2018,A1118150201,90008164,32,14
2017-12-01,2018,A1118150201,90008166,31,7
2017-12-01,2018,A1118150201,90008167,30,37
2017-12-01,2018,A1118150201,90008168,4,19
2017-12-01,2018,A1118150201,90011186,9,4
2017-12-01,2018,A1118150201,90011187,13,3
2017-12-01,2018,A1118150201,90011188,19,2
2017-12-01,2018,A1118150201,90011190,10,9
2017-12-01,2018,A1118150201,90011191,14,6
2017-12-01,2018,A1118150201,90011192,19,9
2017-12-01,2018,A1118150201,90013116,3,0
2017-12-01,2018,A1118150201,90013118,3,2
2017-12-01,2018,A1118150201,90013119,1,2
2017-12-01,2018,A1118150201,90013120,4,1
2017-12-01,2018,A1118150201,90013122,4,2
2017-12-01,2018,A1118150201,90013123,5,2
2017-12-01,2018,A1118150201,90013124,4,1
2017-12-01,2018,A1118150201,90016171,1,1
2017-12-01,2018,A1118150201,90016172,2,2
2017-12-01,2018,A1118150201,90016174,1,1
2017-12-01,2018,A1118150201,90016175,1,1
2017-12-01,2018,A1118150201,90016176,2,0
2017-12-01,2018,A1118150201,90022071,30,17
2017-12-01,2018,A1118150201,90022072,8,27
2017-12-01,2018,A1118150201,90022074,56,36
2017-12-01,2018,A1118150201,90022075,45,10
2017-12-01,2018,A1118150201,90022076,35,18
2017-12-01,2018,A1118150201,90022078,40,26
2017-12-01,2018,A1118150201,90022079,48,2
2017-12-01,2018,A1118150201,90022080,38,26
2017-12-01,2018,A1118150201,90022082,22,3
2017-12-01,2018,A1118150201,90022083,54,6
2017-12-01,2018,A1118150201,90023022,6,3
2017-12-01,2018,A1118150201,90023023,11,8
2017-12-01,2018,A1118150201,90023024,1,2
2017-12-01,2018,A1118150201,90023026,5,5
2017-12-01,2018,A1118150201,90023027,6,5
2017-12-01,2018,A1118150201,90023028,1,4
2017-12-01,2018,A1118150201,90023030,2,2
2017-12-01,2018,A1118150201,90027207,15,7
2017-12-01,2018,A1118150202,70002018,51,14
2017-12-01,2018,A1118150202,70003182,4,13
2017-12-01,2018,A1118150202,70006158,8,8
2017-12-01,2018,A1118150202,70007198,47,22
2017-12-01,2018,A1118150202,70007199,60,20
2017-12-01,2018,A1118150202,70008170,14,24
2017-12-01,2018,A1118150202,70011194,5,3
2017-12-01,2018,A1118150202,70013126,2,3
2017-12-01,2018,A1118150202,70016178,2,1
2017-12-01,2018,A1118150202,70022084,32,20
2017-12-01,2018,A1118150202,70023031,7,3
2017-12-01,2018,A1118150202,70023032,7,5
2017-12-01,2018,A1118150202,70027208,7,4
2017-12-01,2018,A1118150202,80001019,4,12
2017-12-01,2018,A1118150202,80006154,50,33
2017-12-01,2018,A1118150202,80006155,53,13
2017-12-01,2018,A1118150202,80007195,249,89
2017-12-01,2018,A1118150202,80007196,223,20
2017-12-01,2018,A1118150202,90001020,1,2
2017-12-01,2018,A1118150202,90002002,25,112
2017-12-01,2018,A1118150202,90002003,104,66
2017-12-01,2018,A1118150202,90002004,23,43
2017-12-01,2018,A1118150202,90002006,26,100
2017-12-01,2018,A1118150202,90002007,85,33
2017-12-01,2018,A1118150202,90002008,66,30
2017-12-01,2018,A1118150202,90002010,12,118
2017-12-01,2018,A1118150202,90002011,38,27
2017-12-01,2018,A1118150202,90002012,44,138
2017-12-01,2018,A1118150202,90002014,71,73
2017-12-01,2018,A1118150202,90002015,22,53
2017-12-01,2018,A1118150202,90002016,70,114
2017-12-01,2018,A1118150202,90003179,3,3
2017-12-01,2018,A1118150202,90003180,26,5
2017-12-01,2018,A1118150202,90006156,9,2
2017-12-01,2018,A1118150202,90008164,15,10
2017-12-01,2018,A1118150202,90008166,18,37
2017-12-01,2018,A1118150202,90008167,13,18
2017-12-01,2018,A1118150202,90008168,17,29
2017-12-01,2018,A1118150202,90011186,18,2
2017-12-01,2018,A1118150202,90011187,13,2
2017-12-01,2018,A1118150202,90011188,7,2
2017-12-01,2018,A1118150202,90011190,16,3
2017-12-01,2018,A1118150202,90011191,10,7
2017-12-01,2018,A1118150202,90011192,9,4
2017-12-01,2018,A1118150202,90013116,2,2
2017-12-01,2018,A1118150202,90013118,1,3
2017-12-01,2018,A1118150202,90013119,1,2
2017-12-01,2018,A1118150202,90013120,3,1
2017-12-01,2018,A1118150202,90013122,1,1
2017-12-01,2018,A1118150202,90013123,2,2
2017-12-01,2018,A1118150202,90013124,1,2
2017-12-01,2018,A1118150202,90016171,2,1
2017-12-01,2018,A1118150202,90016172,2,1
2017-12-01,2018,A1118150202,90016174,2,1
2017-12-01,2018,A1118150202,90016175,1,0
2017-12-01,2018,A1118150202,90016176,2,0
2017-12-01,2018,A1118150202,90022071,17,3
2017-12-01,2018,A1118150202,90022072,17,10
2017-12-01,2018,A1118150202,90022074,66,11
2017-12-01,2018,A1118150202,90022075,42,16
2017-12-01,2018,A1118150202,90022076,40,20
2017-12-01,2018,A1118150202,90022078,15,22
2017-12-01,2018,A1118150202,90022079,12,4
2017-12-01,2018,A1118150202,90022080,8,5
2017-12-01,2018,A1118150202,90022082,7,6
2017-12-01,2018,A1118150202,90022083,9,20
2017-12-01,2018,A1118150202,90023022,3,4
2017-12-01,2018,A1118150202,90023023,7,2
2017-12-01,2018,A1118150202,90023024,3,6
2017-12-01,2018,A1118150202,90023026,3,4
2017-12-01,2018,A1118150202,90023027,4,5
2017-12-01,2018,A1118150202,90023028,1,3
2017-12-01,2018,A1118150202,90023030,3,5
2017-12-01,2018,A1118150202,90027207,7,4
2017-12-01,2018,A1119150203,70002018,75,125
2017-12-01,2018,A1119150203,70003182,12,15
2017-12-01,2018,A1119150203,70006158,2,6
2017-12-01,2018,A1119150203,70007198,65,16
2017-12-01,2018,A1119150203,70007199,35,16
2017-12-01,2018,A1119150203,70008170,9,35
2017-12-01,2018,A1119150203,70011194,14,8
2017-12-01,2018,A1119150203,70013126,2,0
2017-12-01,2018,A1119150203,70016178,1,1
2017-12-01,2018,A1119150203,70022084,14,17
2017-12-01,2018,A1119150203,70023031,1,4
2017-12-01,2018,A1119150203,70023032,7,1
2017-12-01,2018,A1119150203,70027208,15,6
2017-12-01,2018,A1119150203,80001019,13,4
2017-12-01,2018,A1119150203,80006154,28,33
2017-12-01,2018,A1119150203,80006155,30,6
2017-12-01,2018,A1119150203,80007195,173,57
2017-12-01,2018,A1119150203,80007196,117,134
2017-12-01,2018,A1119150203,90001020,1,7
2017-12-01,2018,A1119150203,90002002,58,99
2017-12-01,2018,A1119150203,90002003,31,123
2017-12-01,2018,A1119150203,90002004,21,18
2017-12-01,2018,A1119150203,90002006,25,104
2017-12-01,2018,A1119150203,90002007,61,15
2017-12-01,2018,A1119150203,90002008,35,76
2017-12-01,2018,A1119150203,90002010,12,116
2017-12-01,2018,A1119150203,90002011,99,128
2017-12-01,2018,A1119150203,90002012,36,51
2017-12-01,2018,A1119150203,90002014,39,33
2017-12-01,2018,A1119150203,90002015,86,26
2017-12-01,2018,A1119150203,90002016,55,83
2017-12-01,2018,A1119150203,90003179,8,3
2017-12-01,2018,A1119150203,90003180,8,12
2017-12-01,2018,A1119150203,90006156,15,9
2017-12-01,2018,A1119150203,90008164,13,32
2017-12-01,2018,A1119150203,90008166,28,8
2017-12-01,2018,A1119150203,90008167,26,11
2017-12-01,2018,A1119150203,90008168,7,6
2017-12-01,2018,A1119150203,90011186,5,12
2017-12-01,2018,A1119150203,90011187,13,5
2017-12-01,2018,A1119150203,90011188,2,11
2017-12-01,2018,A1119150203,90011190,10,4
2017-12-01,2018,A1119150203,90011191,18,10
2017-12-01,2018,A1119150203,90011192,13,6
2017-12-01,2018,A1119150203,90013116,1,2
2017-12-01,2018,A1119150203,90013118,4,2
2017-12-01,2018,A1119150203,90013119,1,2
2017-12-01,2018,A1119150203,90013120,4,0
2017-12-01,2018,A1119150203,90013122,1,2
2017-12-01,2018,A1119150203,90013123,4,2
2017-12-01,2018,A1119150203,90013124,2,3
2017-12-01,2018,A1119150203,90016171,1,1
2017-12-01,2018,A1119150203,90016172,2,0
2017-12-01,2018,A1119150203,90016174,1,1
2017-12-01,2018,A1119150203,90022071,13,14
2017-12-01,2018,A1119150203,90022072,49,12
2017-12-01,2018,A1119150203,90022074,19,24
2017-12-01,2018,A1119150203,90022075,44,12
2017-12-01,2018,A1119150203,90022076,44,7
2017-12-01,2018,A1119150203,90022078,29,23
2017-12-01,2018,A1119150203,90022079,20,8
2017-12-01,2018,A1119150203,90022080,14,17
2017-12-01,2018,A1119150203,90022082,29,12
2017-12-01,2018,A1119150203,90022083,13,21
2017-12-01,2018,A1119150203,90023022,3,1
2017-12-01,2018,A1119150203,90023023,8,8
2017-12-01,2018,A1119150203,90023024,4,2
2017-12-01,2018,A1119150203,90023026,4,5
2017-12-01,2018,A1119150203,90023027,5,4
2017-12-01,2018,A1119150203,90023028,7,2
2017-12-01,2018,A1119150203,90023030,2,3
2017-12-01,2018,A1119150203,90027207,3,5
2017-12-01,2018,A1219150301,70002018,76,22
2017-12-01,2018,A1219150301,70003182,15,7
2017-12-01,2018,A1219150301,70006158,14,3
2017-12-01,2018,A1219150301,70007198,34,23
2017-12-01,2018,A1219150301,70007199,48,21
2017-12-01,2018,A1219150301,70008170,8,15
2017-12-01,2018,A1219150301,70011194,13,8
2017-12-01,2018,A1219150301,70013126,2,2
2017-12-01,2018,A1219150301,70016178,1,1
2017-12-01,2018,A1219150301,70022084,27,11
2017-12-01,2018,A1219150301,70023031,5,3
2017-12-01,2018,A1219150301,70023032,5,1
2017-12-01,2018,A1219150301,70027208,15,9
2017-12-01,2018,A1219150301,80001019,19,16
2017-12-01,2018,A1219150301,80006154,56,13
2017-12-01,2018,A1219150301,80006155,49,21
2017-12-01,2018,A1219150301,80007195,258,130
2017-12-01,2018,A1219150301,80007196,218,50
2017-12-01,2018,A1219150301,90001020,4,5
2017-12-01,2018,A1219150301,90002002,39,15
2017-12-01,2018,A1219150301,90002003,107,48
2017-12-01,2018,A1219150301,90002004,61,65
2017-12-01,2018,A1219150301,90002006,78,120
2017-12-01,2018,A1219150301,90002007,55,53
2017-12-01,2018,A1219150301,90002008,84,102
2017-12-01,2018,A1219150301,90002010,63,71
2017-12-01,2018,A1219150301,90002011,45,65
2017-12-01,2018,A1219150301,90002012,49,144
2017-12-01,2018,A1219150301,90002014,48,82
2017-12-01,2018,A1219150301,90002015,106,81
2017-12-01,2018,A1219150301,90002016,15,119
2017-12-01,2018,A1219150301,90003179,11,18
2017-12-01,2018,A1219150301,90003180,21,12
2017-12-01,2018,A1219150301,90006156,15,2
2017-12-01,2018,A1219150301,90008164,3,19
2017-12-01,2018,A1219150301,90008166,19,27
2017-12-01,2018,A1219150301,90008167,20,24
2017-12-01,2018,A1219150301,90008168,26,19
2017-12-01,2018,A1219150301,90011186,19,8
2017-12-01,2018,A1219150301,90011187,10,8
2017-12-01,2018,A1219150301,90011188,7,9
2017-12-01,2018,A1219150301,90011190,10,10
2017-12-01,2018,A1219150301,90011191,6,10
2017-12-01,2018,A1219150301,90011192,4,10
2017-12-01,2018,A1219150301,90013116,4,2
2017-12-01,2018,A1219150301,90013118,2,3
2017-12-01,2018,A1219150301,90013119,4,2
2017-12-01,2018,A1219150301,90013120,1,2
2017-12-01,2018,A1219150301,90013122,2,2
2017-12-01,2018,A1219150301,90013123,2,3
2017-12-01,2018,A1219150301,90013124,2,3
2017-12-01,2018,A1219150301,90016171,1,1
2017-12-01,2018,A1219150301,90016172,1,0
2017-12-01,2018,A1219150301,90016174,1,2
2017-12-01,2018,A1219150301,90016175,1,1
2017-12-01,2018,A1219150301,90016176,2,0
2017-12-01,2018,A1219150301,90022071,45,4
2017-12-01,2018,A1219150301,90022072,21,6
2017-12-01,2018,A1219150301,90022074,51,13
2017-12-01,2018,A1219150301,90022075,23,20
2017-12-01,2018,A1219150301,90022076,53,4
2017-12-01,2018,A1219150301,90022078,19,19
2017-12-01,2018,A1219150301,90022079,14,24
2017-12-01,2018,A1219150301,90022080,9,13
2017-12-01,2018,A1219150301,90022082,45,19
2017-12-01,2018,A1219150301,90022083,12,11
2017-12-01,2018,A1219150301,90023022,2,2
2017-12-01,2018,A1219150301,90023023,7,9
2017-12-01,2018,A1219150301,90023024,5,1
2017-12-01,2018,A1219150301,90023026,1,5
2017-12-01,2018,A1219150301,90023027,5,6
2017-12-01,2018,A1219150301,90023028,7,2
2017-12-01,2018,A1219150301,90023030,1,5
2017-12-01,2018,A1219150301,90027207,13,4
2017-12-01,2018,A1618150101,70002018,7,11
2017-12-01,2018,A1618150101,70003182,1,2
2017-12-01,2018,A1618150101,70006158,1,1
2017-12-01,2018,A1618150101,70007198,2,4
2017-12-01,2018,A1618150101,70007199,1,1
2017-12-01,2018,A1618150101,70008170,2,2
2017-12-01,2018,A1618150101,70011194,1,1
2017-12-01,2018,A1618150101,70022084,3,3
2017-12-01,2018,A1618150101,70027208,0,1
2017-12-01,2018,A1618150101,80001019,1,1
2017-12-01,2018,A1618150101,80006154,2,4
2017-12-01,2018,A1618150101,80006155,5,4
2017-12-01,2018,A1618150101,80007195,17,13
2017-12-01,2018,A1618150101,80007196,6,13
2017-12-01,2018,A1618150101,90002002,9,2
2017-12-01,2018,A1618150101,90002003,4,8
2017-12-01,2018,A1618150101,90002004,9,10
2017-12-01,2018,A1618150101,90002006,4,15
2017-12-01,2018,A1618150101,90002007,1,12
2017-12-01,2018,A1618150101,90002008,2,7
2017-12-01,2018,A1618150101,90002010,2,12
2017-12-01,2018,A1618150101,90002011,9,5
2017-12-01,2018,A1618150101,90002012,2,10
2017-12-01,2018,A1618150101,90002014,8,15
2017-12-01,2018,A1618150101,90002015,8,12
2017-12-01,2018,A1618150101,90002016,3,9
2017-12-01,2018,A1618150101,90003179,2,2
2017-12-01,2018,A1618150101,90003180,1,2
2017-12-01,2018,A1618150101,90006156,0,1
2017-12-01,2018,A1618150101,90008164,1,1
2017-12-01,2018,A1618150101,90008166,2,5
2017-12-01,2018,A1618150101,90008167,1,4
2017-12-01,2018,A1618150101,90008168,1,5
2017-12-01,2018,A1618150101,90011186,1,0
2017-12-01,2018,A1618150101,90011187,1,0
2017-12-01,2018,A1618150101,90011188,2,0
2017-12-01,2018,A1618150101,90011190,2,1
2017-12-01,2018,A1618150101,90011191,2,1
2017-12-01,2018,A1618150101,90011192,1,1
2017-12-01,2018,A1618150101,90022071,1,1
2017-12-01,2018,A1618150101,90022072,3,2
2017-12-01,2018,A1618150101,90022074,1,2
2017-12-01,2018,A1618150101,90022075,2,2
2017-12-01,2018,A1618150101,90022076,2,0
2017-12-01,2018,A1618150101,90022078,3,1
2017-12-01,2018,A1618150101,90022079,4,4
2017-12-01,2018,A1618150101,90022080,4,2
2017-12-01,2018,A1618150101,90022082,2,3
2017-12-01,2018,A1618150101,90022083,2,3
2017-12-01,2018,A1618150101,90023024,0,1
2017-12-01,2018,A1618150101,90023026,0,1
2017-12-01,2018,A1618150101,90023028,1,0
2017-12-01,2018,A1618150101,90023030,0,1
2017-12-01,2018,A1618150101,90027207,1,2
2017-12-01,2018,A1618150102,70002018,5,6
2017-12-01,2018,A1618150102,70003182,3,3
2017-12-01,2018,A1618150102,70006158,1,0
2017-12-01,2018,A1618150102,70007198,3,3
2017-12-01,2018,A1618150102,70007199,1,2
2017-12-01,2018,A1618150102,70008170,0,2
2017-12-01,2018,A1618150102,70011194,1,2
2017-12-01,2018,A1618150102,70022084,5,1
2017-12-01,2018,A1618150102,70023032,0,1
2017-12-01,2018,A1618150102,70027208,1,1
2017-12-01,2018,A1618150102,80001019,1,2
2017-12-01,2018,A1618150102,80006154,3,3
2017-12-01,2018,A1618150102,80006155,1,3
2017-12-01,2018,A1618150102,80007195,18,16
2017-12-01,2018,A1618150102,80007196,17,9
2017-12-01,2018,A1618150102,90002002,4,11
2017-12-01,2018,A1618150102,90002003,2,11
2017-12-01,2018,A1618150102,90002004,6,7
2017-12-01,2018,A1618150102,90002006,8,3
2017-12-01,2018,A1618150102,90002007,2,12
2017-12-01,2018,A1618150102,90002008,9,22
2017-12-01,2018,A1618150102,90002010,6,10
2017-12-01,2018,A1618150102,90002011,4,14
2017-12-01,2018,A1618150102,90002012,4,12
2017-12-01,2018,A1618150102,90002014,8,5
2017-12-01,2018,A1618150102,90002015,6,6
2017-12-01,2018,A1618150102,90002016,7,10
2017-12-01,2018,A1618150102,90003179,1,2
2017-12-01,2018,A1618150102,90003180,1,2
2017-12-01,2018,A1618150102,90006156,1,0
2017-12-01,2018,A1618150102,90008164,1,3
2017-12-01,2018,A1618150102,90008166,2,2
2017-12-01,2018,A1618150102,90008167,2,2
2017-12-01,2018,A1618150102,90008168,1,4
2017-12-01,2018,A1618150102,90011186,1,0
2017-12-01,2018,A1618150102,90011187,2,1
2017-12-01,2018,A1618150102,90011188,1,1
2017-12-01,2018,A1618150102,90011190,1,0
2017-12-01,2018,A1618150102,90011191,2,2
2017-12-01,2018,A1618150102,90011192,2,1
2017-12-01,2018,A1618150102,90022071,1,1
2017-12-01,2018,A1618150102,90022072,3,2
2017-12-01,2018,A1618150102,90022074,3,2
2017-12-01,2018,A1618150102,90022075,1,1
2017-12-01,2018,A1618150102,90022076,4,1
2017-12-01,2018,A1618150102,90022078,2,3
2017-12-01,2018,A1618150102,90022079,1,2
2017-12-01,2018,A1618150102,90022080,1,2
2017-12-01,2018,A1618150102,90022082,2,1
2017-12-01,2018,A1618150102,90022083,3,1
2017-12-01,2018,A1618150102,90023023,1,1
2017-12-01,2018,A1618150102,90023024,0,1
2017-12-01,2018,A1618150102,90023026,0,1
2017-12-01,2018,A1618150102,90023027,0,1
2017-12-01,2018,A1618150102,90027207,0,1
2017-12-01,2018,A1618150103,70002018,6,16
2017-12-01,2018,A1618150103,70003182,2,2
2017-12-01,2018,A1618150103,70006158,0,1
2017-12-01,2018,A1618150103,70007198,5,2
2017-12-01,2018,A1618150103,70007199,4,1
2017-12-01,2018,A1618150103,70008170,3,1
2017-12-01,2018,A1618150103,70011194,2,0
2017-12-01,2018,A1618150103,70022084,3,2
2017-12-01,2018,A1618150103,70023031,0,1
2017-12-01,2018,A1618150103,70023032,1,0
2017-12-01,2018,A1618150103,70027208,1,1
2017-12-01,2018,A1618150103,80001019,1,3
2017-12-01,2018,A1618150103,80006154,4,1
2017-12-01,2018,A1618150103,80006155,1,5
2017-12-01,2018,A1618150103,80007195,20,5
2017-12-01,2018,A1618150103,80007196,16,4
2017-12-01,2018,A1618150103,90002002,9,14
2017-12-01,2018,A1618150103,90002003,4,12
2017-12-01,2018,A1618150103,90002004,4,13
2017-12-01,2018,A1618150103,90002006,5,12
2017-12-01,2018,A1618150103,90002007,9,3
2017-12-01,2018,A1618150103,90002008,2,11
2017-12-01,2018,A1618150103,90002010,7,5
2017-12-01,2018,A1618150103,90002011,7,2
2017-12-01,2018,A1618150103,90002012,1,16
2017-12-01,2018,A1618150103,90002014,3,11
2017-12-01,2018,A1618150103,90002015,1,7
2017-12-01,2018,A1618150103,90002016,9,5
2017-12-01,2018,A1618150103,90003179,1,2
2017-12-01,2018,A1618150103,90003180,3,2
2017-12-01,2018,A1618150103,90006156,1,1
2017-12-01,2018,A1618150103,90008164,2,4
2017-12-01,2018,A1618150103,90008166,2,3
2017-12-01,2018,A1618150103,90008167,1,1
2017-12-01,2018,A1618150103,90008168,2,4
2017-12-01,2018,A1618150103,90011186,0,2
2017-12-01,2018,A1618150103,90011187,1,1
2017-12-01,2018,A1618150103,90011188,1,1
2017-12-01,2018,A1618150103,90011191,1,1
2017-12-01,2018,A1618150103,90011192,2,1
2017-12-01,2018,A1618150103,90022071,2,2
2017-12-01,2018,A1618150103,90022072,4,1
2017-12-01,2018,A1618150103,90022074,3,2
2017-12-01,2018,A1618150103,90022075,1,1
2017-12-01,2018,A1618150103,90022076,1,1
2017-12-01,2018,A1618150103,90022078,4,2
2017-12-01,2018,A1618150103,90022079,4,3
2017-12-01,2018,A1618150103,90022080,1,2
2017-12-01,2018,A1618150103,90022082,4,2
2017-12-01,2018,A1618150103,90022083,3,1
2017-12-01,2018,A1618150103,90023022,1,1
2017-12-01,2018,A1618150103,90023026,0,1
2017-12-01,2018,A1618150103,90023030,1,0
2017-12-01,2018,A1618150103,90027207,0,1
